HHID,year,y3_panelweight,psu,lat,lon,region,district,ward,ea,urban,femhead,agehead,hhszae,educave15_60,area_gps,distprschool,credit,TLU_cattle,TLU_oxen,TLU_pigs,TLU_sheep,TLU_goats,TLU_chicken,TLU_donkeyhorses,TLU_otheranim,cellphone,safewater,landown,swc_any,fert_org_use,tot_exp,food_exp,mean_rain_lt,sd_rain_lt
3404,2008,1567.228394,703020032,-6.85413456,39.26044846,Dar es salaam,3,20,703020030,1,0,63,3.76,9,12.49999994,0,0,0,0,0,0,0,0.079999998,0,0,1,1,0,0,0,3183.8452,2826.7947,667.97211,150.07907
874,2008,2608.143311,1907006976,-2.809628248,33.00349045,Mwanza,7,7,1907007005,0,0,48,7.8800001,1,2,0,0,0,0,0,0,0,0.25999999,0,1,0,0,2.832799196,0,0,1788.0271,1628.0331,511.38858,99.882919
3282,2008,1186.814819,801008000,-8.826543808,38.87871552,Lindi,1,8,801008003,0,0,47,5.7600002,7,4,0,0,0,0,0,0,0,0.29999998,0,0,1,0,4.451541901,0,0,2111.0491,1619.2877,806.51819,109.06153
1894,2008,2894.778564,1501003008,-6.352519512,31.29020882,Rukwa,1,3,1501003019,0,0,47,9.5,6.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0.607028425,0,0,971.54663,831.37207,479.16556,96.892464
2617,2008,421.4497375,1003036992,-10.56630707,34.61722946,Ruvuma,3,37,1003037001,0,0,31,6.6399999,8.25,1.862680376,0,0,0,0,0,0,0,0.039999999,0,0,0,0,0.753799915,0,0,1927.8088,1264.4894,613.87012,103.70172
4379,2008,2082.532715,405010016,-5.539572239,38.86110306,Tanga,5,10,405010004,0,0,64,3.3600001,3.5,3.647028327,0,0,0,0,0,0,0,0.19999999,0,0.40000001,1,0,1.475899935,0,0,1138.6354,969.11603,735.83484,122.41151
392,2008,1149.220337,5301024256,-6.163116455,39.2504921,MJINI/MAGHARIBI UNGUJA,1,24,5301024307,1,0,37,9.4200001,2.6666667,12.49999994,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1493.2803,1129.6716,511.87775,111.87698
937,2008,2158.244385,1906003968,-2.630607367,31.96993256,Mwanza,6,4,1906004003,0,1,44,5.1599998,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.28973,568.76843,525.22662,103.24969
827,2008,6742.569824,2001016960,-1.324776411,34.35497284,Mara,1,17,2001017005,0,1,47,4.3000002,7,1,0,0,0,0,0,0,0,0.19999999,0,0.40000001,0,0,2.023427963,0,0,1519.4023,1095.1827,698.31989,111.1606
4526,2008,4103.17627,304031008,-3.30995965,37.47368622,Kilimanjaro,4,31,304031003,0,1,80,3,11,2,0,0,1,0,0,0,0.2,0,0,0,1,1,0.809371233,0,0,1282.6194,870.45508,791.01764,205.59813
1786,2008,3997.353271,1504008064,-7.9421978,31.701828,Rukwa,4,8,1504008004,0,0,33,4.8800001,3.5,3,0,0,2,0,0,0,0.2,0.049999997,0.44999999,0.40000001,1,0,3.844513416,0,1,1843.2983,1580.7366,475.40042,101.87373
12,2008,337.2500305,5502013440,-5.368369102,39.70212936,KUSINI PEMBA,2,13,5502013303,1,1,76,7.2600002,6.5,2,0,0,0,0,0,0,0,0.17,0,0,0,1,0,0,0,935.01666,839.92749,1217.0264,295.17477
4077,2008,2742.99707,605012288,-8.125424385,39.21821976,Pwani,5,12,605012302,1,0,55,3.3600001,4,1.8893677,0,0,0,0,0,0,0.60000002,0,0,0,0,1,0.764599919,0,0,1894.0616,1669.3717,702.39081,172.67346
2372,2008,2955.528809,1201017984,-8.425013542,33.0209198,Mbeya,1,18,1201018004,0,1,48,3.3400002,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.457294703,1,0,1015.7989,865.99963,386.82813,86.172813
1369,2008,3079.013916,1708008320,-3.61065793,33.83102036,Shinyanga,8,8,1708008305,1,0,25,1,13,12.49999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,713.5788,457.22659,346.70828,73.346443
2458,2008,2459.770264,1105019264,-10.07858562,34.65860748,Iringa,5,19,1105019301,1,0,42,6.9000001,7.25,3,0,1,3,0.5,0.40000001,0,0,0.059999999,0,0,1,1,1.112885356,0,0,1156.2605,813.41077,656.8111,96.859581
749,2008,3192.85083,2005010944,-1.511171937,33.77140808,Mara,5,11,2005011003,1,0,44,5.6599998,7,12.49999994,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3164.9719,2033.527,487.17853,87.186287
309,2008,56.32320786,5302010880,-6.145488739,39.21454239,MJINI/MAGHARIBI UNGUJA,2,11,5302011003,1,1,37,3.3600001,3.3333333,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1969.5197,1098.7159,503.6907,109.75057
1141,2008,2514.060547,1806008064,-1.335649848,31.8229351,Kagera,6,8,1806008011,1,0,28,1,8,12.49999994,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3334.2986,883.25317,1011.6455,124.79242
4889,2008,4156.247559,102003000,-6.456618786,36.72286224,Dodoma,2,3,102003003,0,0,49,8.1599998,1.4,1,0,0,0,0,0,0,0,0.02,0,0.2,0,0,2.023427963,0,0,2323.6179,2191.9387,407.98425,65.941803
2903,2008,1019.239441,903012032,-10.45700264,39.07661819,Mtwara,3,12,903012005,0,0,36,4.9000001,7,2.420361727,0,0,0,0,0,0,0,0,0,0,0,1,0.026399998,0,0,1098.3339,915.99078,604.78418,85.040833
2662,2008,2529.631348,1003014016,-11.17031956,34.99647141,Ruvuma,3,14,1003014002,0,0,32,3.98,3.5,4.422585726,0,0,0,0,0,0,0,0.029999999,0,0,0,0,2.194442272,0,0,772.3761,602.82153,676.04303,110.66843
502,2008,181.5852203,5202009088,-6.442038536,39.48952484,KUSINI UNGUJA,2,9,5202009012,0,0,63,4.7600002,5.3333335,12.49999994,0,0,0,0,0,0,0,0.029999999,0,0,0,1,0,0,0,1185.6244,778.52393,618.96985,137.99358
1225,2008,1806.905884,1803005056,-1.639668584,31.7208004,Kagera,3,5,1803005002,0,0,82,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.607028425,0,0,853.11652,734.08984,794.15717,125.2956
1967,2008,1281.744019,1405005056,-5.628820896,32.90012741,Tabora,5,5,1405005004,0,0,30,2.98,0,1,0,0,0,0,0,0,0,0.099999994,0,0,0,0,0.809371173,1,0,779.30151,714.89795,474.69022,98.6884
1570,2008,1472.094238,1702001024,-3.061427832,33.7544632,Shinyanga,2,1,1702001001,0,0,36,4.52,6,8.219713449,0,0,12,0,0,0.69999999,1.4,0.19999999,0,0.40000001,0,0,3.326399565,0,0,1431.4358,1327.2126,434.77106,84.477928
3714,2008,2869.539795,701023040,-6.775280476,39.24372101,Dar es salaam,1,23,701023064,1,1,52,5,7,12.49999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3250.8403,1830.9254,639.19751,143.03529
129,2008,464.6090698,5402013184,-4.963275433,39.83047104,KASKAZINI PEMBA,2,13,5402013016,0,0,75,2,0,3,0,0,1.5,0,0,0,0,0,0,0,0,1,1.416399598,0,0,638.56494,574.58795,930.8515,204.0192
2492,2008,3081.985596,1104001024,-9.280348778,34.71854782,Iringa,4,1,1104001001,0,0,85,6.7799997,8,2.618575811,0,0,0,0,0.2,0,0,0,0,0,1,1,1.059699893,0,0,2951.3916,2440.7368,525.40717,88.608994
1688,2008,1601.650024,1602006016,-4.36537838,30.40346146,Kigoma,2,6,1602006001,0,1,41,5.7799997,5.25,5.960676014,0,0,0,0,0,0,0.30000001,0.01,0,0,0,1,2.412199736,0,0,977.35687,885.74115,525.28949,79.341911
4650,2008,1785.47998,205002000,-2.141051769,35.74726105,Arusha,5,2,205002007,0,0,58,3.98,3.6666667,2,0,0,23.5,0,0,1.8000001,4,0.02,2.25,0.2,0,0,2.832799196,0,1,3333.6162,2819.8091,435.01541,107.62235
3189,2008,318.0971069,804001024,-9.800984383,37.89751053,Lindi,4,1,804001003,0,0,75,3.78,4,2,0,0,0,0,0,0,0,0.01,0,0,0,0,4.249198914,0,0,1059.6295,939.10059,506.83282,94.121117
4794,2008,5418.393555,105010000,-5.947812557,35.91745758,Dodoma,5,10,105010004,0,0,24,2.3600001,1,2,0,0,0,0,0.2,0,0,0.16,0,0,0,0,1.214056849,0,1,1345.3541,993.21198,355.22162,73.071495
4596,2008,3803.376709,302004000,-3.640011072,37.65588379,Kilimanjaro,2,4,302004003,0,1,71,1.78,0,2,0,0,0.5,0,0,0,0,0,0,0,0,1,0.303514212,0,0,422.69617,377.66904,477.18161,143.03674
3752,2008,1074.885254,701021184,-6.85260582,39.16167068,Dar es salaam,1,21,701021174,1,0,68,11.54,2.5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9806.498,7480.9683,650.32117,145.70097
1026,2008,2131.798096,1903002112,-3.054754257,33.07248688,Mwanza,3,2,1903002076,1,0,22,3.24,5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3211.1289,2701.9399,467.77802,103.95239
2298,2008,3181.762207,1204029056,-9.167908669,33.54329681,Mbeya,4,29,1204029002,0,0,52,5.8800001,4,4,0,0,2,0,0,0,0,0,0,1,0,0,0.809371173,0,0,2016.1846,1706.7209,936.86975,150.93137
4633,2008,2047.469238,301006016,-3.196662426,37.61538315,Kilimanjaro,1,6,301006003,0,0,66,5.3800001,7.3333335,2,0,0,1,0,0,0.2,0.2,0.029999999,0,0,1,1,0.303514183,1,1,2920.7102,1988.5388,652.49847,179.67323
1061,2008,2684.449707,1902024960,-2.731047392,33.61597443,Mwanza,2,25,1902025003,0,0,34,1,3,12.49999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.45328,235.10068,494.53937,91.587692
4061,2008,3252.30127,606006976,-8.050177574,39.73046875,Pwani,6,7,606007003,0,0,32,3.1199999,7,1,0,0,0,0,0,0,0,0.28,0,0,0,0,0.202342793,0,0,2640.8535,2250.6492,674.79279,192.37665
2366,2008,3092.433594,1202006016,-9.246477127,33.3549881,Mbeya,2,6,1202006003,0,1,59,4,4,5,0,0,0,0,0,0,0.1,0,0,0,0,0,1.517570972,1,0,851.56061,678.28925,764.16406,112.88193
1856,2008,3633.092529,1502018944,-7.657280922,31.57943916,Rukwa,2,19,1502019003,0,0,36,4.8800001,0,1.12602374,0,0,0,0,0,0,0,0,0,0,0,0,0.050999995,0,0,1329.7625,1137.1,436.64642,93.552666
2350,2008,3180.39502,1202008064,-9.138463974,33.33794785,Mbeya,2,8,1202008001,0,0,31,4.2399998,7,4,0,0,0,0,0,0,0,0.039999999,0,0,1,1,0.202342793,1,0,1163.9656,938.74872,650.2019,96.6567
543,2008,558.6248169,5201004032,-6.096067905,39.29519653,KUSINI UNGUJA,1,4,5201004013,0,0,60,1,0,4,0,0,0,0,0,0,0.2,0,0,0,1,1,3.439827681,0,1,554.39575,460.33496,508.01834,110.29015
1767,2008,1571.415527,1601004032,-3.650415897,30.6651001,Kigoma,1,4,1601004002,0,0,57,8.5200005,6,4.457533881,0,0,0,0,0,0,0,0.029999999,0,0,0,0,1.803899765,1,0,2599.6152,2332.3633,606.30615,94.041466
1400,2008,3692.531982,1707011968,-3.64328742,33.39696503,Shinyanga,7,12,1707012001,0,0,48,8.5200005,7,3,0,0,0,0,0,0,0.60000002,0.029999999,0,0,0,0,0.607028365,1,1,1627.7596,1352.8971,413.10617,90.036011
3556,2008,1969.990601,703001088,-6.836726665,39.32035446,Dar es salaam,3,1,703001075,1,0,31,3.6199999,8.666667,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1777.5798,869.25134,663.1778,151.90656
2382,2008,2697.756104,1201017984,-8.425013542,33.0209198,Mbeya,1,18,1201018004,0,0,29,5.2399998,8,12.49999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3003.2859,2570.0171,386.82813,86.172813
2524,2008,1652.143433,1102028032,-8.52116394,35.35014725,Iringa,2,28,1102028002,0,1,58,5,7.8000002,4,0,0,0,0,0.60000002,0,0,0.049999997,0,0,1,0,1.821085215,0,1,2731.958,2064.7126,735.84918,125.24804
1454,2008,2567.234863,1704023040,-3.776602745,32.15613556,Shinyanga,4,23,1704023001,0,0,37,3,3.3333333,1,0,0,12.5,0.5,0,0,0.30000001,0.22999999,0,1.2,1,0,4.856227398,0,1,1652.0702,1245.0859,436.88147,77.738823
2417,2008,3213.338135,1107005952,-7.513074398,36.44244003,Iringa,7,6,1107006009,0,0,31,3.48,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0.910542607,0,0,1133.4141,886.42358,444.2951,65.415436
2044,2008,2792.30957,1402008064,-4.208546162,33.8045311,Tabora,2,8,1402008002,0,0,44,7.8800001,5.1999998,2,17,0,3,0.5,0,0,2,0.099999994,0,0.2,1,0,0.202342793,0,1,2014.5673,1522.6366,341.2594,77.432213
1397,2008,945.3746948,1707011968,-3.64328742,33.39696503,Shinyanga,7,12,1707012001,0,0,39,4.9200001,7,2,0,1,0,0,0,0,0,0,0,0,1,1,1.65921104,0,0,2677.5203,2075.3625,413.10617,90.036011
1445,2008,3515.935303,1705005952,-3.435688019,31.83885574,Shinyanga,5,6,1705006011,0,0,33,5.2399998,3.5,3.741175413,0,0,4,0.5,0,0,0.2,0.049999997,0,0,0,0,1.51399982,0,0,2013.1495,1870.5022,487.92798,80.72081
3613,2008,1916.39917,702009024,-6.975617886,39.14035034,Dar es salaam,2,9,702009001,1,0,33,3.72,11.666667,12.49999994,1.5,0,0,0,0,0,0,0.14,0,0,1,1,0,0,0,4024.6553,2336.5581,689.21112,148.96352
625,2008,238.7569885,101014000,-5.87983036,39.24229813,KASKAZINI UNGUJA,1,1,101014002,0,0,44,1.76,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2041.4125,1860.2563,342.16418,64.12574
3188,2008,1324.9646,804001024,-9.800984383,37.89751053,Lindi,4,1,804001003,0,0,28,2.6199999,5,1.109961897,0,0,0,0,0,0,0,0.059999999,0,0,0,1,1.204071164,0,0,2765.7065,1113.9648,506.83282,94.121117
3609,2008,1853.868408,702009024,-6.863572121,39.1902504,Dar es salaam,2,9,702009001,1,0,39,3.3600001,7,12.49999994,1.5,0,0,0,0,0,0,0.14999999,0,0,1,1,0,0,0,3352.1306,2288.9529,689.21112,148.96352
3273,2008,1262.120117,801008000,-8.826543808,38.87871552,Lindi,1,8,801008003,0,0,74,3,0,3,0,0,0,0,0,0,0,0.29999998,0,0,0,0,4.451541424,0,0,910.86932,840.95898,806.51819,109.06153
1250,2008,3989.661377,1802030976,-1.338499665,31.68468285,Kagera,2,31,1802031002,0,0,32,4.7399998,7.3333335,3,0,0,2,0.5,0,0,0.30000001,0.099999994,0,0.60000002,0,0,0.910542607,0,1,1890.9716,1529.9158,965.0014,120.71019
2640,2008,915.3285522,1003017984,-11.1087904,34.64216614,Ruvuma,3,18,1003018003,0,0,61,4.7600002,2,2,0,0,2,0,0,0,0,0.16,0,0,0,0,1.21405673,0,0,1529.7579,1428.6422,738.74158,151.09581
105,2008,446.600769,5501003776,-5.172844887,39.77880096,KUSINI PEMBA,1,4,5501004032,0,0,65,5.3199997,5.5,7,0,0,0,0,0,0,0,0,0,0,1,1,1.011713982,0,0,2792.7229,1955.4811,1047.6886,224.76025
3436,2008,2269.593506,703018048,-6.857261181,39.26981354,Dar es salaam,3,18,703018025,1,0,79,5.1199999,5.5,12.49999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1292.8431,867.8385,667.95068,150.67451
92,2008,424.1120911,5501006848,-5.242153168,39.82648849,KUSINI PEMBA,1,7,5501007054,0,0,40,7.1399999,3.5,3,0,0,2.5,0,0,0,0.60000002,0,0,0,0,1,0.404685587,0,0,1359.3389,1261.7305,870.66028,189.87135
592,2008,434.8603516,5101012992,-5.83981514,39.28684235,KASKAZINI UNGUJA,1,13,5101013041,0,0,47,2.6199999,4.5,3,0,0,0,0,0,0,0.40000001,0,0,0,0,1,0.101171397,0,0,467.86398,441.97037,993.10858,237.08133
743,2008,4737.842773,2101010048,-4.189873219,35.69971466,Manyara,1,10,2101010003,0,0,73,3.76,0,12.49999994,0,0,1.5,0,0,0.1,0.80000001,0.02,0,0.2,1,0,0,0,0,1060.2249,871.97107,402.59625,88.146881
3160,2008,588.2749023,804014976,-9.803608894,37.98104858,Lindi,4,15,804015002,0,0,35,2,7,3,0,0,0,0,0,0,0,0.099999994,0,0,0,1,2.023427963,0,0,846.81061,614.38568,485.72394,88.015129
2494,2008,2946.114502,1104001024,-9.280348778,34.71854782,Iringa,4,1,1104001001,0,0,34,5.3000002,3.5,4,0,0,0,1,0,0,0,0.059999999,0,0,0,0,1.416399598,0,0,1714.5724,1467.9395,525.40717,88.608994
4655,2008,3789.435547,205002000,-2.084717035,35.75673676,Arusha,5,2,205002007,0,1,28,1.98,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.202342793,0,0,982.77399,900.87616,435.01541,107.62235
4277,2008,2430.53833,503010016,-8.103665352,36.50537491,Morogoro,3,10,503010001,0,0,41,2.3600001,1,6.980973959,0,0,0,0,0,0,0,0.029999999,0,0,0,1,2.825099707,0,0,2452.3083,1808.6025,875.22455,152.52924
4265,2008,2410.879639,503010016,-8.103665352,36.50537491,Morogoro,3,10,503010001,0,0,49,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1.638976812,0,0,462.20444,413.00174,875.22455,152.52924
496,2008,380.1449585,5301002240,-6.107298374,39.21884537,MJINI/MAGHARIBI UNGUJA,1,2,5301002304,1,0,53,2,6.5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,720.77917,371.55795,504.22623,110.22192
3605,2008,276.2420654,702009024,-6.861553669,39.20191193,Dar es salaam,2,9,702009028,1,0,38,2,9,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1427.533,786.37036,683.94617,149.36786
3983,2008,2334.924805,701004992,-6.798846722,39.25601196,Dar es salaam,1,5,701005008,1,1,24,2,7,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2667.3745,1669.3726,645.3064,145.26039
2975,2008,2104.253174,902014976,-10.72779465,39.40541458,Mtwara,2,15,902015007,0,0,38,1,7,1.373870432,0,0,0,0,0,0,0,0,0,0,0,0,0.252471387,0,0,512.94519,444.61053,686.2326,105.72035
1934,2008,1390.327759,1405010048,-4.858201981,32.21802139,Tabora,5,10,1405010005,0,0,30,4.6999998,5.6666665,1,0,1,0,0,0,0,0,0.049999997,0,0,0,0,1.618742347,0,0,2107.4727,1500.8059,490.64536,98.82489
1420,2008,2683.422607,1706014976,-3.201562643,34.09929276,Shinyanga,6,15,1706015002,0,0,56,9.4399996,7.5999999,5,0,0,3.5,0,0,0,0,0.039999999,0,0.40000001,1,0,12.5452528,0,0,4151.4004,3196.4734,407.79663,84.353218
2930,2008,1780.974487,903001984,-10.7780838,38.76734161,Mtwara,3,2,903002007,0,0,32,2.6199999,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2.933970451,0,0,374.24173,263.16083,486.8223,85.522835
3606,2008,2215.348633,702009024,-6.862483025,39.19473267,Dar es salaam,2,9,702009028,1,0,31,2.3600001,13,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8045.8071,3621.009,683.94617,149.36786
65,2008,275.0153503,5501015040,-5.232223988,39.78032303,KUSINI PEMBA,1,15,5501015005,1,0,47,11.5,7.5,3,3,0,0,0,0,0,0.40000001,0,0,0,1,1,0,0,0,4967.564,2810.5962,963.64862,206.81903
91,2008,215.730545,5501006848,-5.242153168,39.82648849,KUSINI PEMBA,1,7,5501007054,0,0,49,5.7799997,2,3,0,0,2,0.5,0,0,0,0,0,0,0,1,0.303514183,0,0,1431.7134,1252.1202,870.66028,189.87135
270,2008,124.9794769,5302019072,-6.185535431,39.21664047,MJINI/MAGHARIBI UNGUJA,2,19,5302019008,1,0,26,2,6,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2171.2351,1322.7603,512.91547,110.87373
1248,2008,1999.44104,1802030976,-1.338499665,31.68468285,Kagera,2,31,1802031002,0,1,47,3,8,2,0,0,0,0,0,0,0,0.039999999,0,0,1,0,0.505856991,0,0,1082.9694,676.42761,965.0014,120.71019
1321,2008,1445.918823,1708017024,-3.837641716,33.70000458,Shinyanga,8,17,1708017001,0,0,40,4.4000001,3.6666667,2,0,1,20,1,0,0,2,0.11,0,0,0,0,2.832799196,0,0,1340.5366,1260.5842,334.64417,72.621811
3271,2008,1378.762207,801016000,-9.10623455,39.56221771,Lindi,1,16,801016007,0,0,48,5.9000001,1.5,1,0,0,0,0,0,0,0.40000001,0.02,0,0,0,0,0.809371173,0,0,1817.1193,1622.2479,704.6499,142.81972
1190,2008,630.9404907,1804013952,-3.15145874,31.89575386,Kagera,4,14,1804014007,0,0,71,5.5,5.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.404685587,0,0,3153.916,1981.4059,498.05914,85.010841
3108,2008,1272.955933,806012032,-9.993623734,39.68323135,Lindi,6,12,806012001,0,0,45,4,0,1,7,0,0,0,0,0,0,0.039999999,0,0,0,0,0.404685587,0,0,845.91949,774.87262,477.66263,88.896248
4693,2008,2901.555664,203013024,-3.386417389,36.65678406,Arusha,3,13,203013019,1,0,27,3.6199999,4.6666665,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4785.3086,2615.1572,586.34619,137.73503
3662,2008,1045.376099,702001152,-6.87903738,39.17002869,Dar es salaam,2,1,702001125,1,0,49,5.4000001,8.333333,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3139.3423,2137.3123,697.73633,148.5853
3421,2008,1134.004517,703019072,-6.856709957,39.2533989,Dar es salaam,3,19,703019096,1,0,42,5.3400002,3.5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3641.9436,2548.833,671.04755,149.98047
4665,2008,3141.486084,204001008,-3.364128828,35.80253601,Arusha,4,1,204001001,0,0,45,7.1199999,7,6.583628654,0,0,3,1,0.2,0.80000001,1,0.02,0.89999998,0.60000002,0,0,2.664299726,0,0,2553.7024,2289.7246,367.4838,99.152603
2013,2008,1121.463135,1403000960,-4.965194702,33.51189423,Tabora,3,1,1403001004,0,0,70,6.7600002,7,1,0,0,0,0,0,0,0,0.02,0,0.2,0,0,6.07028389,0,0,1499.3783,1270.546,402.595,76.687561
2241,2008,2904.160645,1206007040,-8.886628151,33.13467789,Mbeya,6,7,1206007005,0,0,80,3,1.5,2,0,0,13.5,1,0,0.5,0.5,0.049999997,0,0.80000001,0,0,2.023427963,0,0,784.65912,705.89935,528.62469,102.08286
322,2008,120.2248917,5302009856,-6.167935371,39.21337891,MJINI/MAGHARIBI UNGUJA,2,10,5302010005,1,0,32,7.54,7,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3294.0161,2636.084,506.71637,109.94431
3397,2008,2430.094238,703021056,-6.876646519,39.29458618,Dar es salaam,3,21,703021031,1,0,36,5.7600002,8,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5887.1685,3989.4917,675.27148,153.19798
4875,2008,5322.041504,102017000,-6.61400938,36.50866318,Dodoma,2,17,102017003,0,0,34,6.5,0,4,0,1,5,1,0,0,1.1,0.17,2.6999998,0.60000002,0,0,4.046855927,0,0,2086.3801,1703.2804,309.69531,49.736904
4833,2008,4990.569336,104031000,-6.37526083,35.64824677,Dodoma,4,31,104031001,0,1,67,1.36,0,1.11716342,0,0,0,0,0,0,0,0,0,0,0,0,0.452099949,0,0,197.08528,194.07648,248.58502,49.236176
1249,2008,4230.135742,1802030976,-1.338499665,31.68468285,Kagera,2,31,1802031002,0,0,30,2.98,3.5,1,0,0,0,0,0,0,0,0.049999997,0,0,1,0,0.404685587,0,0,1340.3014,1056.855,965.0014,120.71019
1338,2008,3558.571533,1708009984,-3.710063457,33.9407196,Shinyanga,8,10,1708010002,0,0,45,4.1399999,4.6666665,2,0,0,2.5,1.5,0,0.1,0.5,0,0,0,0,0,0.607028425,0,0,804.5495,525.56873,320.06357,71.380653
1430,2008,3774.159912,1706003968,-6.124493599,34.71006775,Shinyanga,6,4,1706004003,0,0,33,4.0599999,3.5,2,0,1,0,0,0,0,0,0.039999999,0,0,0,0,0,0,0,4101.0801,3768.7849,306.67746,70.036659
551,2008,443.7950745,5102022144,-5.970507622,39.29969025,KASKAZINI UNGUJA,2,22,5102022012,0,0,45,6.7799997,7.4000001,5,0,0,451.5,0,0,0,0,0,0,0,1,0,0.809371173,0,0,2239.854,1680.3701,972.51154,217.19
2748,2008,1310.50293,1001003328,-11.0622406,37.30517578,Ruvuma,1,3,1001003306,1,1,34,2,8,1,1,0,0,0,0,0,0,0,0,0,1,0,2.023427963,0,0,1040.9117,723.50647,496.46927,112.43275
860,2008,905.7471924,1908004352,-2.493273735,32.9104805,Mwanza,8,4,1908004321,1,0,58,8.7399998,4.8333335,12.49999994,0.25,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3659.541,2589.3718,496.83224,110.78117
1434,2008,1497.6604,1706003968,-3.584911585,34.19258881,Shinyanga,6,4,1706004003,0,0,68,7.1199999,6.8000002,10.2395525,0,0,0,0,0,0,0,0.07,0,0.2,0,0,4.143799782,1,1,2194.21,1753.9521,306.67746,70.036659
1452,2008,2645.600586,1704023040,-3.776602745,32.15613556,Shinyanga,4,23,1704023001,0,1,26,1.98,7,1,0,0,0,0,0,0,0,0.049999997,0,0,0,0,0.404685587,0,0,528.20837,468.38641,436.88147,77.738823
596,2008,446.7975464,5101012992,-5.83981514,39.28684235,KASKAZINI UNGUJA,1,13,5101013041,0,0,62,5.4000001,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0.202342793,0,0,1662.3191,1539.5519,993.10858,237.08133
1652,2008,1989.502319,1602029952,-4.582994938,30.10149384,Kigoma,2,30,1602030013,1,0,29,2,11,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1938.6663,1049.9771,521.75513,67.629471
2769,2008,2598.315186,1001003008,-10.97142792,37.39884567,Ruvuma,1,3,1001003004,0,0,75,2.78,0,1,0,0,0,0,0,0,0,0.029999999,0,0,0,1,0.809371173,0,0,336.63962,268.17523,502.56659,110.93365
4182,2008,4473.074707,506008992,-5.956402779,37.66167831,Morogoro,6,9,506009003,0,0,31,2.98,2.5,3,0,0,0,0,0,0,0,0.59999996,0,0.60000002,0,0,1.21405673,0,0,2041.4398,1404.2826,623.25671,104.03659
3647,2008,118.508255,702001984,-6.864425659,39.12887192,Dar es salaam,2,2,702002001,0,0,53,8.6599998,3.5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1244.1757,705.5611,690.36432,147.28009
1067,2008,2155.274658,1902024960,-2.731047392,33.61597443,Mwanza,2,25,1902025003,0,1,40,6.1599998,7,12.49999994,0,0,0,0,0,0,0,0.059999999,0,0,0,0,0,0,0,508.16992,338.25708,494.53937,91.587692
1413,2008,1295.342651,1706014976,-3.201562643,34.09929276,Shinyanga,6,15,1706015002,0,0,61,14.5,8.454545,2,0,0,5.5,1,0,0,1,0,0,0.2,1,1,1.112885475,0,0,7770.3438,6574.3169,407.79663,84.353218
3011,2008,1200.757446,902001344,-10.95054722,39.27776718,Mtwara,2,1,902001350,1,0,68,4,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.080937125,0,0,1492.6996,1179.5861,623.5708,102.03484
1620,2008,2516.544434,1603008256,-5.117650032,31.03582001,Kigoma,3,8,1603008306,1,0,78,6.1199999,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0.708199799,0,0,2568.7515,1458.6108,467.43573,78.261765
