HHID,year,y3_panelweight,psu,lat,lon,region,district,ward,ea,urban,femhead,agehead,hhszae,educave15_60,area_gps,distprschool,credit,TLU_cattle,TLU_oxen,TLU_pigs,TLU_sheep,TLU_goats,TLU_chicken,TLU_donkeyhorses,TLU_otheranim,cellphone,safewater,landown,swc_any,fert_org_use,tot_exp,food_exp,mean_rain_lt,sd_rain_lt
2398,2010,4471.094727,1201007360,-8.445555687,33.14639664,Mbeya,1,73,1201007306,1,0,38,3.76,7,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0.242811367,0,0,3196.9985,2439.1958,406.29385,87.818382
4279,2010,1448.270142,503008320,-7.110411644,39.49245834,Morogoro,3,83,503008321,1,0,35,2,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2912.4465,1897.2782,848.11047,144.61485
2554,2010,3434.868896,1102009984,-8.550924301,34.83927536,Iringa,2,103,1102010004,0,0,71,2.78,0,3.470000029,0,0,5,0.5,0,0,0.80000001,0.089999996,0.89999998,2,0,1,1.404259086,0,1,1189.3145,1056.2396,403.24744,62.5998
3556,2010,1969.990601,703001088,-6.836726665,39.32035446,Dar es salaam,3,12,703001075,1,0,33,4.7600002,7.6666665,1,0,0,0,0,0,0,0,0.02,0,0,1,1,0.404685587,0,0,3636.8169,2710.6853,656.34058,153.3965
4652,2010,3666.764893,205002000,-2.141051769,35.74726105,Arusha,5,21,205002007,0,0,49,8.1199999,8.6000004,7.669999838,0,0,4.5,1,0,0,0.5,0,0.44999999,0,1,1,3.10393858,0,0,3779.8167,3191.1689,434.92065,105.21202
488,2010,790.8170776,5301002240,-6.107298374,39.21884537,MJINI/MAGHARIBI UNGUJA,1,23,5301002304,1,0,41,4,9.5,12.49999994,1.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3091.0938,1634.1416,500.74738,108.68624
542,2010,1095.687256,5201004032,-6.096067905,39.29519653,KUSINI UNGUJA,1,41,5201004013,0,1,61,3.24,9,0.70000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2064.8154,1525.4468,502.95163,109.51155
2834,2010,1898.273682,905001024,-10.28556728,40.19746017,Mtwara,5,12,905001004,1,0,46,6,9.5,12.49999994,1.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4455.2666,2771.7012,601.64551,109.89838
2780,2010,1288.649658,1001003008,-10.97142792,37.39884567,Ruvuma,1,33,1001003004,0,0,46,6.1599998,8.333333,5.200000003,0,0,0,0,0,0,0,0.39999998,0,0,0,0,2.237911224,0,0,2336.949,2209.666,500.30612,107.24628
2763,2010,1256.287598,1001003328,-11.02628231,37.36247253,Ruvuma,1,33,1001003305,1,0,65,6,5.8000002,1,3,0,0,0,0,0,0,0,0,0,1,1,0.53823185,0,0,797.05225,551.62915,494.81757,108.31075
3028,2010,667.0274048,901016000,-10.13091946,39.99642181,Mtwara,1,161,901016002,0,0,59,3.98,6,2.269999981,0,0,0,0,0,0,0,0,0,0.2,0,1,0.918636322,0,0,1070.9719,855.67389,543.95587,95.824677
805,2010,6185.834961,2003003008,-1.56408608,34.0737648,Mara,3,31,2003003002,0,1,27,4.2399998,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.31323,498.54099,630.2995,105.09793
4832,2010,4990.569336,104031000,-6.37526083,35.64824677,Dodoma,4,311,104031001,0,0,66,4.7600002,2,4.570000052,0,0,0,0,0,0,1.5,0.14,0,0,0,0,1.849413276,0,1,676.71838,482.79028,252.50687,49.842567
4236,2010,2067.386963,505002016,-6.821983814,37.66123581,Morogoro,5,22,505002018,1,0,32,3.76,7,12.49999994,0.029999999,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2912.1997,2135.1692,503.4407,83.450722
3582,2010,2571.572754,702010048,-6.833041191,39.23551941,Dar es salaam,2,102,702010074,1,1,51,1,8,12.49999994,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1635.9177,1208.714,662.09705,149.81885
2718,2010,1369.894165,1002006976,-11.49701214,35.60762405,Ruvuma,2,71,1002007004,0,0,49,6.7200003,5.5,12.49999994,0,0,0,0,0,0,0,0.19,0,0,0,0,5.070710659,0,0,2006.6692,1302.3481,520.11407,87.699821
1028,2010,1781.909546,1903002112,-2.101704836,33.07854462,Mwanza,8,32,1903002076,1,0,49,5.7600002,7.8000002,1,0,1,0,0,0,0,0,0.049999997,0,0,1,1,0,0,1,2551.8096,1263.288,463.36169,102.13964
1372,2010,4618.696289,1707012992,-3.460558653,31.91841888,Shinyanga,7,133,1707013001,1,1,42,5.1399999,8.333333,3.7700001,0,0,0,0,0,0.5,0,0,0,0,1,1,1.930350304,0,1,981.6098,782.43634,411.45328,86.376785
2932,2010,960.3543091,903001984,-10.7780838,38.76734161,Mtwara,3,21,903002007,0,1,76,1,0,5.900000006,0,0,0,0,0,0,0,0.039999999,0,0,0,0,2.387645006,0,0,543.10876,475.43463,484.17993,83.796547
3874,2010,2307.294434,701011072,-6.799037457,39.22717285,Dar es salaam,1,112,701011066,1,0,69,3,6.5,12.49999994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2430.6411,1990.0616,651.10712,147.45854
3254,2010,692.0834351,801018304,-8.747233391,39.41519547,Lindi,1,183,801018310,1,0,68,4,7.3333335,12.49999994,0,0,0,0,0,0,0.40000001,0.22,0,0,1,0,6.932264328,0,0,2679.6865,2221.4561,585.83746,114.17388
977,2010,4253.850098,1904019968,-5.252894878,31.89447784,Tabora,4,251,1904020004,0,0,43,4.3600001,6.6666665,1,0,0,4.5,1.5,0,0,0,0.61000001,0,1.4,1,0,7.284340858,0,1,939.30334,778.81989,474.51776,79.829948
3585,2010,441.1632385,702010048,-6.838638306,39.24079895,Dar es salaam,2,102,702010047,1,0,65,8.54,7,12.49999994,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6384.8945,4711.5415,662.09705,149.81885
2601,2010,1698.306885,1005009024,-10.09876442,35.90294647,Ruvuma,5,91,1005009001,0,0,38,6.3000002,7,12.49999994,0,0,0,0,0,0,0,0.059999999,0,0,0,1,1.355696678,0,0,1476.0271,1308.3462,776.0011,122.39674
3586,2010,1707.073364,702010048,-6.838638306,39.24079895,Dar es salaam,2,102,702010047,1,0,55,5.7200003,4.8000002,12.49999994,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4144.5298,2749.5833,662.09705,149.81885
2905,2010,1928.524414,903012032,-10.45700264,39.07661819,Mtwara,3,123,903012005,1,0,57,3.54,3.5,4.450000018,0,0,0,0,0,0,0,0.07,0,0.2,0,1,1.294993877,0,0,1893.3439,1353.4398,603.22455,82.564011
3064,2010,1201.72998,901012032,-10.39111233,39.8341713,Mtwara,1,121,901012001,0,0,45,2.78,7,8.030000091,0,0,0,0,0,0,0,0.029999999,0,0,0,0,3.249625444,0,0,891.37189,757.99603,626.91351,110.80118
760,2010,2987.904541,2005010944,-1.511171937,33.77140808,Mara,5,112,2005011003,1,0,71,5.3600001,9.75,12.49999994,0.5,0,0,0,0,0,0,0.12,0,0,1,1,0,0,0,1804.5948,894.63232,485.21249,85.294128
1399,2010,3923.316162,1707011968,-3.64328742,33.39696503,Shinyanga,7,123,1707012001,0,0,46,4.6399999,3.5,1.960000038,0,0,0,0,0,0,0,0.02,0,0,1,0,0.793183804,0,0,2054.8142,1524.5238,412.8284,86.937004
746,2010,4326.950684,2101010048,-4.189873219,35.69971466,Manyara,1,101,2101010003,0,1,76,3,7,3.859999895,0,0,0,0,0,0,0.40000001,0,0,0,0,0,1.562086344,1,0,606.2077,213.50711,403.4617,85.669678
4868,2010,2267.268066,103013008,-6.177251816,36.47574997,Dodoma,3,133,103013004,0,0,42,3.1399999,7,4.310000241,0,0,0,0,0,0,0,0.14999999,0,0,0,1,1.744195104,0,0,1808.5366,1449.0497,299.80725,50.737335
2253,2010,2869.263916,1206006016,-8.890516281,33.02122879,Mbeya,6,61,1206006004,0,1,34,6.54,8.333333,3.409999967,0,0,0,0,0,0,0,0.039999999,0,0,0,0,1.379977942,0,1,1611.1918,1323.5596,550.12854,107.22522
2749,2010,499.4660034,1001003328,-11.0622406,37.30517578,Ruvuma,1,33,1001003306,1,0,52,3,9.666667,3,1,1,3,0,0,0,0,0.049999997,0.89999998,0,1,0,0.870074034,1,1,2908.0059,1531.8584,494.26337,108.6641
2231,2010,3037.521484,1206016000,-9.147040367,32.88021088,Mbeya,6,163,1206016001,0,1,51,4.3800001,6,1.109999999,0,0,0,0.5,0,0,0.30000001,0.049999997,0,0,0,0,0,0,1,1253.3115,1140.7162,552.0506,92.83593
3304,2010,299.0157471,801001024,-10.69758415,39.8251915,Lindi,1,11,801001003,0,1,40,3,2,7.970000029,0,0,0,0,0,0,0,0.17999999,0.89999998,0,0,0,3.225344181,0,0,1148.1792,1018.1833,626.91327,121.14987
3202,2010,626.4046021,803009984,-10.93937206,38.39536667,Lindi,3,101,803010002,0,0,42,5.3000002,3,12.49999994,0,0,0,0,0,0,0,0,0,0,0,0,8.801912308,0,0,2762.928,2280.2383,518.23938,100.25471
2316,2010,3386.946777,1204007040,-9.159585953,33.83050919,Mbeya,4,71,1204007004,0,1,64,7.54,8.3999996,2.100000016,0,0,0.5,0,0.40000001,0,0,0.19999999,0,0,0,0,0.849839807,0,0,1555.079,806.98962,915.89703,146.87624
3609,2010,1853.868408,702009024,-6.863572121,39.1902504,Dar es salaam,2,92,702009001,1,0,41,3.3600001,7.6666665,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3379.2759,2360.9006,682.47797,149.14735
2412,2010,3184.713867,1107005952,-7.513074398,36.44244003,Iringa,7,61,1107006009,0,1,36,5.0999999,7,2.959999919,0,0,0,0,0,0,0,0,0,0,1,0,0.428966701,0,0,922.63489,768.51666,447.13013,63.921074
2399,2010,8696.873047,1201007360,-8.445555687,33.14639664,Mbeya,1,73,1201007306,1,0,57,5.5599999,6.3333335,7.89000006,0,0,0,0,0,0,0.30000001,0,0,0,0,0,3.597655058,0,0,2985.571,592.3689,406.29385,87.818382
4499,2010,2977.846191,305012992,-3.325487852,37.16009903,Kilimanjaro,5,132,305013005,1,0,48,3,7.6666665,2.159999967,3,0,0,0,0,0,0,0.089999996,0.44999999,0.2,1,1,0.874120891,1,0,2953.5452,1349.7809,581.11926,133.67976
4397,2010,2524.897705,404024000,-4.994529724,39.08351898,Tanga,4,203,404024003,1,0,60,5.7799997,6.5,2.150000095,0,0,0,0,0,0,0,0,0,0,1,1,0.870074093,0,0,1994.1117,1402.8671,654.45544,130.73254
4745,2010,1870.346069,202011296,-3.350912809,36.89003754,Arusha,2,113,202011303,0,0,34,1,7,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1243.0717,1011.0266,580.52417,124.85727
1821,2010,2219.449219,1503000960,-8.048409462,31.66411781,Rukwa,4,63,1503001004,1,0,53,2.6199999,3.5,2,0,0,0,0,0,0,0,0,0,0,1,1,2.023427963,0,0,1055.8882,938.92358,449.03299,80.354462
3622,2010,351.879425,702006016,-3.300488949,37.11769104,Dar es salaam,2,62,702006012,1,0,66,17.34,11.533334,1,0,0,0,0,0,0,8.1999998,0,0,0,1,1,0.702129483,0,0,41184.516,9807.0869,646.88501,148.32327
747,2010,4376.458496,2101010048,-4.189873219,35.69971466,Manyara,1,101,2101010003,0,0,43,8.5,5.25,3.659999967,0,0,2,1,0,0.90000004,1.9,0.19999999,0.89999998,0,1,0,1.481149316,1,0,1644.6284,1012.0256,403.4617,85.669678
2549,2010,3412.518066,1102009984,-8.550924301,34.83927536,Iringa,2,103,1102010004,0,1,78,1,0,0.70000001,0,0,0,0,0,0,0,0.01,0,0,0,1,0.186155379,0,0,863.16412,675.25446,403.24744,62.5998
3213,2010,1761.299561,802024000,-9.922980309,39.32835388,Lindi,2,241,802024002,0,0,63,4.1399999,0,3.800000101,0,0,0,0,0,0,0,0.089999996,0,0,1,1,1.537805319,0,0,1296.4604,1121.1237,669.60767,115.04188
1927,2010,491.9453735,1406011008,-5.040528774,32.79959488,Tabora,6,112,1406011014,1,0,30,6.7799997,8.8000002,3,1,0,0,0,0,0,0,0.099999994,0,0,1,1,11.2502594,0,0,2840.7202,1830.3717,488.77844,99.294739
764,2010,5289.510742,2004019968,-1.932247639,33.854599,Mara,4,201,2004020001,0,0,38,5.52,4.3333335,7.119999886,0,0,0,0,0,0,1.2,0.049999997,1.8,0,0,0,2.881361485,0,0,1190.0764,604.18414,534.94934,96.902443
1042,2010,2708.960693,1902025984,-2.721716404,33.78029251,Mwanza,2,251,1902026005,0,0,55,5.0999999,4.6666665,5.610000134,0,0,0,0,0,0,0,0,0,0,0,0,2.270286322,0,0,865.2215,687.16125,466.4473,81.703224
2946,2010,1658.295288,902017984,-10.83349133,39.38814926,Mtwara,2,181,902018005,0,0,77,5.3600001,11,9.499999911,0,0,0,0,0,0,0,0,0,0,1,0,3.844513178,0,0,2658.1687,1645.4028,778.5177,120.14484
1944,2010,1581.581665,1405009024,-6.348588467,33.84670258,Tabora,5,91,1405009003,0,0,46,8.3800001,4.5,12.49999994,0,0,9.5,1,0,0.2,2.6000001,0.34999999,1.8,0.40000001,0,0,14.14780807,0,0,5145.0747,4208.0176,393.70026,92.926872
3652,2010,125.0831909,702001984,-6.864425659,39.12887192,Dar es salaam,2,23,702002001,0,0,39,5.3800001,6.25,12.49999994,0,1,0,0,0,0,0,0.099999994,0,0,1,0,0,0,0,2257.0637,1534.4355,683.82819,146.6985
2653,2010,967.581543,1003017984,-11.1087904,34.64216614,Ruvuma,3,183,1003018003,1,0,42,6.7799997,9.3999996,12.49999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1372.5503,992.27032,732.36975,150.25443
2785,2010,887.1329956,905012352,-10.2713213,40.17413712,Mtwara,5,123,905012325,1,0,76,3,7,1,2,0,0,0,0,0,0,0,0,0,0,1,0.607028425,0,0,1746.2013,869.29321,595.01672,108.39122
1669,2010,3205.286621,1602027008,-4.298952579,30.16724586,Kigoma,2,31,1602027002,0,1,50,5.9400001,5,0.70000001,0,0,0,0,0,0,0,0,0,0,0,1,0.080937125,0,0,291.89529,286.87991,546.28186,79.305061
26,2010,443.7400208,5502008832,-5.403962135,39.69423294,KUSINI PEMBA,2,91,5502009022,0,0,65,5.7799997,10.5,2.449999928,0,0,0,0,0,0,0,0,0,0,1,1,0.991479695,0,0,1797.3384,1165.0338,1201.6987,298.86142
1678,2010,2808.029541,1602020992,-4.63662672,29.83929253,Kigoma,2,181,1602021001,0,0,48,4.6199999,7.6666665,2,0,0,0,0,0,0,0.2,0.23999999,0,0,0,1,0.809371173,1,0,2024.246,1858.6909,571.96588,70.242981
4025,2010,2581.964111,701004096,-6.786119461,39.25072861,Dar es salaam,1,42,701004111,1,0,31,2.3600001,9,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3989.6912,2578.0317,635.51813,145.70752
1655,2010,3162.637207,1602027008,-4.298952579,30.16724586,Kigoma,2,31,1602027002,0,1,42,3.5599999,5.5,1.870000005,0,0,0,0,0,0,0.40000001,0,0,0,0,1,1.161447644,0,0,377.36111,348.94061,546.28186,79.305061
4276,2010,2430.53833,503010016,-8.103665352,36.50537491,Morogoro,4,151,503010001,0,0,39,2,7,2,0,0,0,0,0,0,0,0,0,0,1,1,3.237484694,0,0,1067.7249,582.21704,873.89679,147.84943
444,2010,1029.366333,5301016064,-6.196878433,39.22026825,MJINI/MAGHARIBI UNGUJA,1,163,5301016318,1,0,55,5.1599998,7.6666665,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2476.3425,1606.3409,515.80914,110.88223
3953,2010,1594.366577,701007040,-6.796678066,39.27009201,Dar es salaam,1,72,701007052,1,0,33,3.3600001,9.666667,12.49999994,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8868.6436,2507.2903,638.01166,147.25681
633,2010,459.5540161,5101001216,-5.87983036,39.24229813,KASKAZINI UNGUJA,1,13,5101001032,0,0,41,5.9400001,3.3333333,0.70000001,0,0,5.5,1,0,0,0,0,0,0,1,1,0,0,0,2252.0288,1759.8395,1016.1201,232.08257
3527,2010,253.7092285,703003008,-6.862358093,39.34500885,Dar es salaam,3,41,703003002,0,0,53,4.7799997,5.25,12.49999994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1388.1055,1216.0453,654.21027,153.5533
2571,2010,1256.305054,1101001984,-7.676126003,35.73630524,Dodoma,5,42,1101002005,1,0,53,7.7600002,9,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3739.6921,2503.3691,330.72189,56.439613
1713,2010,2014.137085,1602003968,-4.200276375,30.50359535,Kigoma,2,41,1602004001,0,0,38,6.3600001,4.5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0.404685587,0,0,821.1059,700.84747,545.28864,81.177887
4192,2010,5010.95752,506008000,-6.183980942,37.7106781,Morogoro,6,83,506008006,0,1,44,5.02,8,2.319999933,0,0,0,0,0,0,0,0,0,0,0,0,0.938870549,0,0,1921.897,1402.5541,492.36371,75.995941
1317,2010,2371.644531,1708017024,-3.837641716,33.70000458,Shinyanga,8,171,1708017001,0,0,62,8.6199999,7,12.49999994,0,0,3.5,0.5,0,0,1.5,0,0.44999999,0.2,1,0,1.404259086,0,0,3028.4236,1720.7656,333.9859,70.120384
3200,2010,816.4834595,803009984,-10.58353329,38.02729797,Lindi,3,101,803010002,0,0,55,6.7799997,8.1999998,8.740000248,0,0,0,0,0,0,0,0.049999997,0,0,0,0,3.536952257,0,0,1666.8087,841.61908,518.23938,100.25471
4080,2010,3922.147949,605012032,-8.061216354,39.15124512,Pwani,5,123,605012004,0,0,47,6.8800001,0,9.560000181,0,0,0,0,0,0,0,0.16,0,0.2,1,0,3.868794441,0,0,2360.6089,2040.2249,676.17365,163.15318
3693,2010,869.6177368,701024000,-6.797493935,39.15670395,Dar es salaam,1,242,701024001,1,1,42,2,12,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1683.4434,760.8432,652.89685,142.90932
3697,2010,2153.216553,701024000,-6.797493935,39.15670395,Dar es salaam,1,242,701024001,1,0,41,2.6199999,9,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4430.0513,2501.9175,652.89685,142.90932
4288,2010,1869.174561,503008320,-8.132151604,36.66838074,Morogoro,3,83,503008321,1,0,34,2,5.5,1,0,0,0,0,0,0,0,0,0,0,1,1,0.404685587,0,0,1839.3619,1056.454,848.11047,144.61485
27,2010,428.0946655,5502008832,-5.403962135,39.69423294,KUSINI PEMBA,2,91,5502009022,0,0,49,5.2600002,5.6666665,0.70000001,0,0,0,0,0,0,0,0,0,0,1,1,0.149733678,0,0,1966.5332,1647.745,1201.6987,298.86142
2662,2010,2529.631348,1003014016,-11.17031956,34.99647141,Ruvuma,3,141,1003014002,0,0,34,4.7399998,4.6666665,3.720000029,0,0,0,0,0.2,0,0,0.059999999,0,0,0,0,1.303087592,0,0,1185.4475,1130.1467,668.44495,113.94307
554,2010,408.1940002,5102016000,-5.939414024,39.24176788,KASKAZINI UNGUJA,2,121,5102016012,0,0,59,3.9200001,0,4.48999995,2.4000001,0,0,0,0,0,0,0,0,0,0,1,0.14568682,0,0,1092.8605,985.63403,1056.0707,235.06125
3708,2010,1923.326782,701023040,-6.764121056,39.25101852,Dar es salaam,1,232,701023067,1,0,83,4,10.5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2508.9985,1622.2168,628.49689,144.33577
2580,2010,2121.549072,1005011008,-10.54807568,36.32186127,Ruvuma,5,71,1005011005,0,0,27,2.3600001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.809371173,0,0,454.60446,423.29694,626.01666,109.92271
2038,2010,2256.877441,1402008960,-4.098115444,33.93004227,Tabora,2,91,1402009002,0,0,29,7.52,6.6666665,1.350000024,0,0,0,0,0,0,0,0,0,0,0,0,0.546325564,0,0,899.1048,632.46582,313.9975,66.647224
3719,2010,3224.400146,701023040,-6.775280476,39.24372101,Dar es salaam,1,232,701023064,1,1,42,3,10.333333,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3012.762,353.69446,631.49054,144.89909
2587,2010,2071.635742,1005011008,-10.54807568,36.32186127,Ruvuma,5,71,1005011005,0,0,33,5.8800001,3.6666667,11.80000019,0,0,0,0,0,0,0,0.23999999,0,0,1,1,5.443021297,0,0,1092.8309,1006.5336,626.01666,109.92271
1976,2010,1451.808228,1404018048,-4.57707119,32.15588379,Tabora,4,181,1404018001,0,0,45,9.3999996,9.5,7.409999847,0,0,0,0,0,0,0,0.29999998,0,0,1,0,0,0,0,4076.2813,1734.0557,460.68707,77.729965
1740,2010,3548.199463,1601019008,-3.780066013,30.43839645,Kigoma,1,191,1601019001,0,0,51,7.8800001,6,7.019999981,0,0,1,1.5,0,0.1,0,0,0,0,0,0,3.447921276,0,0,1857.332,1587.1119,578.72894,82.395889
780,2010,3074.248779,2004009344,-1.981205106,34.44954681,Mara,2,111,2004009389,0,1,37,3,8.5,12.49999994,0,1,0,0,0,0,0,0.17,0,0.2,1,0,0,0,0,1761.1503,1484.7852,513.78839,95.437523
4538,2010,4352.560547,304014016,-3.330022812,37.38288116,Kilimanjaro,4,301,304014003,0,1,46,3,8.666667,1.550000012,0,0,0,0,0,0,0.40000001,0.039999999,0,0,1,1,0.22257708,0,0,3302.395,1773.8248,762.73889,189.87682
374,2010,826.4899902,5301026304,-6.096804142,39.23536301,MJINI/MAGHARIBI UNGUJA,1,23,5301026312,1,1,52,3.52,3,12.49999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1388.8971,1112.5691,500.87973,108.62029
1532,2010,1641.680786,1703008000,-3.285036802,32.83057785,Shinyanga,3,83,1703008003,0,0,37,5.3200002,1.3333334,5.960000038,0,0,0,0,0,0,0,0.19999999,0,0,0,0,2.41192627,0,1,1625.2316,1502.2638,489.47092,83.142029
901,2010,1842.204346,1906028032,-3.168672323,31.94826126,Kagera,4,143,1906028005,0,0,69,11.66,2.5,10.19999981,0,0,6,1,0,0.60000002,0.5,0.29999998,0.89999998,0,0,0,4.127792835,0,0,4443.1284,3714.77,495.36292,90.829529
3735,2010,1618.878784,701022080,-6.780367851,39.22377777,Dar es salaam,1,222,701022050,1,0,67,7,12.166667,12.49999994,0,1,0,0,0,0,0,2.9199998,0,0,1,1,0,0,0,7587.0615,6522.5752,643.96106,146.19817
3592,2010,1756.347778,702010048,-6.838638306,39.24079895,Dar es salaam,2,102,702010047,1,0,49,7.6199999,7,12.49999994,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3391.5088,1924.0769,662.09705,149.81885
209,2010,542.3059692,5401003008,-5.103384972,39.63456345,KASKAZINI PEMBA,1,31,5401003051,0,0,49,6,1.5,3,0,0,0,0,0,0,0,0,0,0,1,1,0.607028365,0,0,1339.1445,1208.8177,1014.8126,223.25868
829,2010,6742.569824,2001016960,-1.324776411,34.35497284,Mara,1,171,2001017005,0,0,71,2.76,0,12.49999994,0,0,1.5,2.5,0,0.1,0.2,0.14999999,0,0.2,1,0,3.286046982,0,1,5847.5488,3977.4553,695.02698,107.83497
1914,2010,2039.082275,1406011008,-5.040528774,32.79959488,Tabora,6,112,1406011014,1,1,70,1,0,12.49999994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253.91257,194.98955,488.77844,99.294739
1524,2010,3406.022461,1703008000,-3.285036802,32.83057785,Shinyanga,3,83,1703008003,0,0,59,9.6000004,3,7.889999866,0,0,0.5,1,0,0.30000001,0.2,0.16,0,0.40000001,1,0,3.192969322,0,0,1483.3856,1186.7343,489.47092,83.142029
2770,2010,2687.397949,1001003008,-10.97142792,37.39884567,Ruvuma,1,33,1001003004,0,0,28,3.1199999,7,12.49999994,0,0,0,0,0,0,1,0,0,0,1,0,2.084130764,0,0,722.3902,285.18451,500.30612,107.24628
149,2010,425.910553,5402004992,-5.004106045,39.73399734,KASKAZINI PEMBA,2,51,5402005013,0,0,43,3.76,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1172.2091,1071.7549,1032.2156,237.10918
3741,2010,2571.572754,701022016,-6.790063858,39.20996475,Dar es salaam,1,222,701022027,1,0,26,2.3600001,12.5,12.49999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3816.769,1970.5192,652.49359,146.37447
2570,2010,3352.950684,1101001984,-7.676126003,35.73630524,Iringa,1,21,1101002005,0,1,75,1,0,1.100000031,0,0,0,0,0,0,0,0,0,0,0,1,0.040468562,0,0,253.20998,223.85326,330.72189,56.439613
781,2010,1279.261353,2004009344,-2.033415556,33.86883163,Mara,4,93,2004009389,1,0,47,5.6199999,10,1,0,0,0,0,0,0,0,0.14999999,0,0,1,0,0.404685587,0,0,4558.749,3288.2129,513.78839,95.437523
713,2010,889.5048828,2103009024,-5.602051258,36.25534821,Manyara,3,91,2103009003,0,1,57,6.7399998,6.25,0.720000029,0,0,1,0,0,0.1,0.40000001,0.14999999,0.89999998,0.2,1,1,0.29137364,0,0,758.19458,461.36746,391.80014,79.642387
4643,2010,3088.647949,205010000,-3.210505962,35.35703659,Arusha,5,103,205010001,0,1,42,5.7600002,6.3333335,12.49999994,0,0,2.5,0,0,0.2,0.90000004,0,0.89999998,0,0,1,0,0,0,1839.0853,1286.9751,506.45844,102.80836
4215,2010,4693.149902,505009344,-6.800693989,37.64569092,Morogoro,5,93,505009333,1,0,41,4.52,7,0.899999976,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2255.9634,1614.8352,439.64252,72.842888
619,2010,474.1618042,5101005824,-5.837711811,39.21999741,KASKAZINI UNGUJA,1,61,5101006016,0,0,45,10.5,9.3999996,12.49999994,0,0,4.5,0.5,0,0,0,0,0,0,1,1,0,0,0,1628.3569,1218.9547,933.68158,215.4032
2424,2010,1289.658936,1106009344,-7.789745331,35.67259979,Iringa,6,93,1106009307,1,1,51,5,9.1999998,1,0.5,0,0,0,0,0,0,0.13,0,0,1,1,0.404685587,0,0,3163.7026,1709.1918,369.67581,65.125275
571,2010,572.2601318,5102010880,-5.977571964,39.2446022,KASKAZINI UNGUJA,2,103,5102011011,0,1,50,6.9000001,5.8000002,1.979999974,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1733.1664,1390.3658,918.07245,199.04391
3164,2010,1358.726685,804014976,-9.803608894,37.98104858,Lindi,4,151,804015002,0,0,33,3.9200001,0,10.14000034,0,0,0,0,0,0,0,0.14999999,0,0,0,1,4.103512287,0,0,1609.7115,1288.8303,486.60834,85.101143
3403,2010,1593.613037,703020032,-6.85413456,39.26044846,Dar es salaam,3,202,703020030,1,0,66,6.7399998,6,12.49999994,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5508.4673,3745.9678,661.44519,150.68779
409,2010,166.9994354,5301022208,-6.176215172,39.23213196,MJINI/MAGHARIBI UNGUJA,1,222,5301022035,0,0,52,4,9,12.49999994,0.40000001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7076.6245,1933.2002,511.38513,110.50258
1691,2010,3291.962158,1602006016,-4.36537838,30.40346146,Kigoma,2,71,1602006001,0,0,45,1,4,7.590000153,0,1,0,0,0,0,0,0,0,0,0,1,3.071563721,1,0,463.49802,393.28268,527.08295,80.005775
4800,2010,5450.031738,105009000,-5.993730545,35.85198212,Dodoma,5,91,105009003,0,0,79,2,0,2.770000041,0,0,0,0,0,0,0,0.039999999,0,0,0,0,1.12097919,0,0,328.76028,234.84178,325.36145,66.202087
3025,2010,667.0274048,901016000,-10.13091946,39.99642181,Mtwara,1,161,901016002,0,0,41,3.98,2.3333333,3,0,0,0,0,0,0,0,0,0,0,1,1,1.214056849,0,0,992.80249,795.49799,543.95587,95.824677
